device,lat,lon,gateway,gw_lat,gw_lon,rssi,snr,time,frequency,bandwidth,spreading_factor,distance,log_distance,delta_lat,delta_lon,angle,gateway_id,elevation,gw_elevation,delta_elevation,terrain_type,distance_3d,log_distance_3d,fspl,elevation_angle,slope,roughness,terrain_mean,terrain_std,terrain_min,terrain_max,terrain_range,obstruction_ratio,max_obstruction,mean_obstruction,fresnel_obstruction_ratio,min_fresnel_clearance,mean_fresnel_clearance,forest_ratio,water_ratio,residential_ratio,unknown_ratio
board01,16.071811000000004,108.1503572,7276ff002e0507da,16.07405662536621,108.1524658203125,-116,-7.0,2025-12-14T00:50:36.980+00:00,922200000,125000,12,336.3218674020727,2.526755105742547,-0.002245625366207,-0.002108620312498,-2.3247401631460898,2,15.0,14.0,-12.5,unknown,336.5540795961585,2.527054859297346,82.27759954361468,-0.0371240693376449,2.130668737742388,1.876166303929372,14.083333333333334,0.9537935951882998,13.0,15.0,2.0,0.0,-1.5,0.0,0.1666666666666666,-0.8965499161081212,5.011321129544747,0.0,0.0,0.0,1.0
board01,16.0722478,108.1502086,7276ff002e0507da,16.07405662536621,108.1524658203125,-116,-8.0,2025-12-14T00:50:21.980+00:00,922200000,125000,12,314.0412812059995,2.496986740498615,-0.0018088253662114,-0.0022572203125008,-2.4660285783893343,2,13.0,14.0,-14.5,unknown,314.3758519694311,2.4974491793546627,81.68548594476103,-0.0460904705392843,1.18409751155352,1.5051910177781425,14.0,1.044465935734187,13.0,16.0,3.0,0.0,-1.5,0.0,0.1818181818181818,-1.380211295850991,4.262933215646149,0.0,0.0,0.0,1.0
board01,16.0731337,108.149863,7276ff002e0507da,16.07404136657715,108.1524429321289,-115,-1.0,2025-12-14T00:50:06.981+00:00,922200000,125000,12,293.5560653275404,2.4676910580097777,-0.0009076665771488,-0.0025799321289099,-2.8032991487543906,2,13.0,14.0,-14.5,unknown,293.913955930281,2.468220208187657,81.10090652142091,-0.0492942005644543,1.598483279708075,1.3646977687385584,14.6,1.0198039027185568,13.0,16.0,3.0,0.0,-1.5,0.0,0.1,-0.9384121184321436,3.831878338389449,0.0,0.0,0.0,1.0
board01,16.0731337,108.149863,a84041ffff1ec39f,16.0741086,108.1525171,-114,-20.5,2025-12-14T00:50:06.981+00:00,922200000,125000,12,303.59833903129,2.482299391230298,-0.0009748999999992,-0.0026541000000008,-2.7895734071782665,7,13.0,14.0,-14.5,unknown,303.9444052167404,2.482794153623208,81.39238543013192,-0.0476699511594458,1.598483279708075,1.3646977687385584,14.363636363636363,0.9791208740244552,13.0,16.0,3.0,0.0,-1.5,0.0,0.0909090909090909,-0.3025752759809279,3.957765455030326,0.0,0.0,0.0,1.0
board01,16.0738826,108.1495776,7276ff002e0507da,16.07404136657715,108.1524429321289,-119,-3.5,2025-12-14T00:49:51.982+00:00,922200000,125000,12,306.66292551685444,2.4866612744607948,-0.0001587665771474,-0.0028653321289056,-3.0862397707920803,2,12.0,14.0,-15.5,unknown,307.05439239091794,2.487215314313836,81.48080864394448,-0.0504368437612026,0.8631461698469756,0.9243376006633076,14.636363636363637,1.2984415324623362,12.0,16.0,4.0,0.0,-1.5,0.0,0.2727272727272727,-0.7914098143784116,3.1677771309042715,0.0,0.0,0.0,1.0
board01,16.0747242,108.14926259999996,a84041ffff1ec39f,16.0741086,108.1525171,-114,-13.5,2025-12-14T00:49:36.984+00:00,922200000,125000,12,354.408578995322,2.5495042260965985,0.0006155999999997,-0.0032545000000396,2.954647859326553,7,14.0,14.0,-13.5,unknown,354.66560428872066,2.5498190723402017,82.73288380447181,-0.0380456564840113,0.9742572809580864,1.0777754868245983,13.916666666666666,0.8620067027323834,13.0,16.0,3.0,0.0,-1.5,0.0,0.0,0.2917311420402377,4.580986300461278,0.0,0.0,0.0,1.0
board01,16.0747242,108.14926259999996,7276ff002e0507da,16.074037551879883,108.15243530273438,-118,-9.5,2025-12-14T00:49:36.984+00:00,922200000,125000,12,347.4874715032183,2.5409391509258303,0.0006866481201157,-0.0031727027344174,2.9284560786112146,2,14.0,14.0,-13.5,unknown,347.74961229554225,2.5412666544714155,82.56183544709609,-0.0388015509470068,0.9742572809580864,1.0777754868245983,13.916666666666666,0.9537935951882998,13.0,16.0,3.0,0.0,-1.5,0.0,0.0,0.2963510204240229,4.617806010126383,0.0,0.0,0.0,1.0
board01,16.0759673,108.14874959999996,a84041ffff1ec39f,16.0741086,108.1525171,-113,-6.8,2025-12-14T00:49:21.986+00:00,922200000,125000,12,452.5038363716512,2.6556222655477986,0.0018586999999996,-0.0037675000000376,2.683278355746336,7,11.0,14.0,-16.5,unknown,452.80456262173647,2.655910794309764,84.85471824386306,-0.036423446327798,1.0591386167914432,1.1892854997854805,13.0625,1.3905372163304368,11.0,15.0,4.0,0.0,-1.5,0.0,0.3125,-2.0634471367593825,3.3033543690289884,0.0,0.0,0.0,0.875
board01,16.0759673,108.14874959999996,7276ff002e0507da,16.074037551879883,108.15243530273438,-118,-8.2,2025-12-14T00:49:21.986+00:00,922200000,125000,12,448.4727443371439,2.6517360541946826,0.0019297481201157,-0.0036857027344154,2.659262062678381,2,11.0,14.0,-16.5,unknown,448.7761718421437,2.652029789620218,84.77709815007213,-0.0367501044617001,1.0591386167914432,1.1892854997854805,13.0,1.2649110640673518,11.0,15.0,4.0,0.0,-1.5,0.0,0.2666666666666666,-1.9546611842852373,3.413556456684524,0.0,0.0,0.0,0.8666666666666667
board01,16.0770458,108.14830179999998,7276ff002e0507da,16.074039459228516,108.15242767333984,-116,-6.0,2025-12-14T00:49:06.989+00:00,922200000,125000,12,553.2511509317944,2.7429223260657345,0.0030063407714848,-0.0041258733398592,2.511892479373488,2,13.0,14.0,-14.5,unknown,553.4411314741209,2.7430714325577985,86.59793100882374,-0.0261937229095093,1.2060113295832984,1.2496399481450646,13.052631578947368,1.6693422660161796,10.0,15.0,5.0,0.0,-1.5,0.0,0.3684210526315789,-2.2976791353262804,3.777026615434485,0.0,0.0,0.0,0.8947368421052632
board01,16.0770458,108.14830179999998,a84041ffff1ec39f,16.0741086,108.1525171,-113,-7.0,2025-12-14T00:49:06.989+00:00,922200000,125000,12,556.3464929791688,2.745345354746841,0.0029372000000016,-0.0042153000000126,2.533020930416711,7,13.0,14.0,-14.5,unknown,556.5354168875691,2.745492807250074,86.64635850266924,-0.0260481542853169,1.2060113295832984,1.2496399481450646,13.052631578947368,1.538067283810785,10.0,15.0,5.0,0.0,-1.5,0.0,0.3684210526315789,-1.3132542269383158,3.763281594070421,0.0,0.0,0.0,0.9473684210526316
board01,16.0774161,108.1481221,a84041ffff1ec39f,16.0741086,108.1525171,-114,-8.2,2025-12-14T00:48:51.992+00:00,922200000,125000,12,596.4699867322565,2.7755885956601785,0.0033075000000017,-0.0043950000000023,2.496455331367107,7,12.0,14.0,-15.5,unknown,596.6713459454696,2.7757351821434626,87.25120600053702,-0.025971608835424,1.258714124971799,1.0910545357588686,12.9,1.4798648586948742,9.0,14.0,5.0,0.0,-1.5,0.0,0.45,-1.7558848904610862,3.2213171212195264,0.0,0.0,0.0,1.0
board01,16.07744,108.1481332,a84041ffff1ec39f,16.0741086,108.1525171,-112,-7.5,2025-12-14T00:48:36.982+00:00,922200000,125000,12,597.1815435887006,2.776106377014399,0.0033314000000004,-0.0043838999999934,2.491774837552012,7,12.0,14.0,-15.5,unknown,597.3826629581605,2.776252614500349,87.26155464767476,-0.0259406977346596,1.258714124971799,1.0910545357588686,12.9,1.4798648586948742,9.0,14.0,5.0,0.0,-1.5,0.0,0.45,-1.759270022914606,3.2182589105576382,0.0,0.0,0.0,1.0
board01,16.07744,108.1481332,7276ff002e0507da,16.074026107788086,108.15243530273438,-114,-1.0,2025-12-14T00:48:36.982+00:00,922200000,125000,12,596.1498726596736,2.775355455523284,0.0034138922119133,-0.0043021027343712,2.470802937799736,2,12.0,13.0,-14.5,unknown,596.3261864719217,2.775483880938141,87.2461799764306,-0.0243107608772358,1.258714124971799,1.0910545357588686,12.85,1.4585952145814822,9.0,14.0,5.0,0.0,-1.5,0.0,0.4,-2.5438350181481653,2.7726935390903065,0.0,0.0,0.0,0.9
board01,16.0763663,108.14586669999998,7276ff002e0507da,16.074424743652344,108.15179443359376,-117,-13.0,2025-12-13T09:16:59.980651+00:00,922200000,125000,12,669.1446792413184,2.8255200289829108,0.0019415563476563,-0.0059277335937792,2.8250671882623672,2,12.0,13.0,-14.5,unknown,669.3017643462229,2.8256219698485903,88.24894175463959,-0.0216609800104484,0.72580528345811,0.8428523002282191,13.565217391304348,1.3776503928482486,12.0,17.0,5.0,0.0,-0.6363636363636367,0.0,0.391304347826087,-3.915820038168153,1.7014321252995197,0.0,0.0,0.0,0.9565217391304348
board01,16.071425299999998,108.1427017,7276ff002e0507da,16.073976516723633,108.15328979492188,-118,-22.0,2025-12-13T09:02:49.937849+00:00,922200000,125000,12,1166.3464432412218,3.0668275693253952,-0.002551216723635,-0.0105880949218715,-2.9051482450431494,2,13.0,15.0,-15.5,unknown,1166.449431249143,3.0668659156925684,93.07382067151914,-0.0132874065281524,1.180268610541385,1.1906300852909772,13.435897435897436,1.4104894912282118,11.0,16.0,5.0,0.0,-1.5,0.0,0.5128205128205128,-5.048148505561397,1.3971372673813385,0.0,0.0,0.0,1.0
board01,16.0764722,108.1459682,7276ff002e0507da,16.073911666870117,108.15260314941406,-117,-17.0,2025-12-13T09:01:19.995051+00:00,922200000,125000,12,763.9629530009698,2.8830722987623987,0.0025605331298841,-0.0066349494140638,2.7732863045417973,2,12.0,13.0,-14.5,unknown,764.1005454506377,2.8831505097030625,89.39951255172902,-0.0189742828105731,0.72580528345811,0.8428523002282191,13.423076923076923,1.3636229154796795,12.0,17.0,5.0,0.0,-1.5,0.0,0.4615384615384615,-5.2304849722126505,1.426605440240568,0.0,0.0,0.0,1.0
board01,16.076846300000003,108.1472499,7276ff002e0507da,16.073917388916016,108.15259552001952,-117,-20.0,2025-12-13T09:01:04.997+00:00,922200000,125000,12,657.4916272040812,2.817890226694543,0.0029289110839876,-0.0053456200195114,2.640356555891734,2,12.0,13.0,-14.5,unknown,657.6514957357509,2.817995812193589,88.09641860153955,-0.0220445801374369,0.6571348402636772,0.744043009509531,12.5,1.270289873862011,11.0,15.0,4.0,0.0,-1.5,0.0,0.4090909090909091,-3.7506624000166617,2.8298798181162463,0.0,0.0,0.0,0.9545454545454546
board01,16.0770281,108.1482897,7276ff002e0507da,16.073917388916016,108.15259552001952,-116,-7.0,2025-12-13T09:00:49.999+00:00,922200000,125000,12,575.5885906245887,2.760112176720627,0.003110711083984,-0.0043058200195105,2.515962296443299,2,13.0,13.0,-13.5,unknown,575.7468850607881,2.760231596997414,86.94113429761606,-0.0234435080211423,1.2060113295832984,1.2496399481450646,13.05,1.6271140095272978,10.0,15.0,5.0,0.0,-1.2105263157894743,0.0,0.45,-2.9708737644520795,3.161890101182542,0.0,0.0,0.0,0.9
board01,16.0766961,108.1483808,7276ff002e0507da,16.073911666870117,108.15259552001952,-116,-14.0,2025-12-13T09:00:34.991+00:00,922200000,125000,12,546.4968553869104,2.737587667306688,0.0027844331298823,-0.0042147200195188,2.5577705856925093,2,13.0,13.0,-13.5,unknown,546.6635738256041,2.7377201362409505,86.49090508248678,-0.0246902433200979,1.6239260930859176,1.4620533505997653,13.105263157894736,1.4830529266953023,10.0,15.0,5.0,0.0,-1.25,0.0,0.4736842105263157,-2.7200201834318616,3.254521949152509,0.0,0.0,0.0,0.8947368421052632
board01,16.0744483,108.1530149,7276ff002e0507da,16.074052810668945,108.15250396728516,-79,15.0,2025-12-13T04:58:54.941+00:00,922200000,125000,12,70.10138736440962,1.8457266130985448,0.0003954893310549,0.000510932714846,0.6587185573955632,2,17.0,14.0,-10.5,unknown,70.88338670249192,1.8505444593172928,68.74739154401362,-0.1470612033648583,1.5143348398868066,1.26237870704476,15.333333333333334,1.247219128924647,14.0,17.0,3.0,0.0,-1.5,0.0,0.0,1.5,7.621039051142169,0.0,0.0,0.0,1.0
board01,16.0746874,108.1531055,7276ff002e0507da,16.074066162109375,108.15250396728516,-95,5.0,2025-12-13T04:58:39.944+00:00,922200000,125000,12,94.35447685933998,1.9747625110635536,0.0006212378906234,0.0006015327148389,0.8015119546154298,2,16.0,14.0,-11.5,unknown,95.05270802770283,1.977964494318084,71.29579224402944,-0.120400328866261,1.4914805155545368,1.0777754868245983,15.5,1.118033988749895,14.0,17.0,3.0,0.0,-1.5,0.0,0.0,1.5,6.444602443280577,0.0,0.0,0.0,1.0
board01,16.074722299999998,108.152406,7276ff002e0507da,16.074066162109375,108.15250396728516,-93,9.0,2025-12-13T04:58:24.946+00:00,922200000,125000,12,73.70627800533514,1.867504480897787,0.0006561378906226,-9.796728515709674e-05,1.719010400709316,2,17.0,14.0,-10.5,unknown,74.45042254681803,1.8718671669536169,69.17384569674012,-0.1401093817992276,1.5758365656662083,1.4221111067704943,15.333333333333334,1.247219128924647,14.0,17.0,3.0,0.0,-1.5,0.0,0.0,1.5,7.600838336147439,0.0,0.0,0.0,1.0
board01,16.074402600000003,108.1516201,7276ff002e0507da,16.074079513549805,108.15250396728516,-95,7.0,2025-12-13T04:58:09.946+00:00,922200000,125000,12,101.04154326792852,2.004499970837328,0.0003230864501979,-0.0008838672851538,2.7911437575317515,2,13.0,14.0,-14.5,grass,102.07665485293232,2.0089264293755504,71.91503094517878,-0.1411060727174527,0.974622431492503,1.0836973747315253,13.25,0.4330127018922193,13.0,14.0,1.0,0.0,-1.5,0.0,0.0,1.5,7.14913631934841,0.0,0.0,0.0,0.75
board01,16.0738725,108.1495781,7276ff002e0507da,16.074079513549805,108.15249633789062,-114,-3.0,2025-12-13T04:57:39.950+00:00,922200000,125000,12,312.6557063144734,2.495066359446473,-0.0002070135498044,-0.0029182378906256,-3.070773426683985,2,12.0,14.0,-15.5,unknown,313.03967909995407,2.495599389693318,81.64849015153413,-0.0494740845878982,0.8631461698469756,0.9243376006633076,14.545454545454543,1.3726971700492272,12.0,16.0,4.0,0.0,-1.5,0.0,0.1818181818181818,-0.8389723301783434,3.225179780844261,0.0,0.0,0.0,1.0
board01,16.073852499999997,108.1495828,7276ff002e0507da,16.074079513549805,108.15249633789062,-115,-4.0,2025-12-13T04:57:24.955+00:00,922200000,125000,12,312.326771331638,2.494609211714336,-0.0002270135498072,-0.0029135378906204,-3.06383295982208,2,12.0,14.0,-15.5,unknown,312.71114801114027,2.495143363920971,81.6393696360872,-0.0495259766406917,0.8631461698469756,0.9243376006633076,14.545454545454543,1.3726971700492272,12.0,16.0,4.0,0.0,-1.5,0.0,0.1818181818181818,-0.8363735797505214,3.227010526681372,0.0,0.0,0.0,1.0
board01,16.0738633,108.1496036,7276ff002e0507da,16.07407569885254,108.15249633789062,-115,-4.0,2025-12-13T04:57:09.955+00:00,922200000,125000,12,309.9836066241112,2.4913387269280065,-0.0002123988525397,-0.0028927378906189,-3.068299325617833,2,13.0,14.0,-14.5,unknown,310.32255215451505,2.49181333833106,81.57276912428897,-0.0466916154948359,0.9742572809580864,1.0777754868245983,14.636363636363637,1.2264306875665492,13.0,16.0,3.0,0.0,-1.5,0.0,0.1818181818181818,-0.4178216760694013,3.649170724793296,0.0,0.0,0.0,1.0
board01,16.073953799999998,108.1495517,7276ff002e0507da,16.07407569885254,108.15249633789062,-114,-3.0,2025-12-13T04:56:54.957+00:00,922200000,125000,12,314.9197454910642,2.4981998917860144,-0.0001218988525408,-0.0029446378906214,-3.100219386048864,2,12.0,14.0,-15.5,unknown,315.3009611468963,2.4987252946304204,81.71100825027618,-0.0491198378187803,0.8631461698469756,0.9243376006633076,14.272727272727272,1.4826824027545535,12.0,16.0,4.0,0.0,-1.5,0.0,0.0909090909090909,-0.8568224068514443,3.485332181736388,0.0,0.0,0.0,1.0
board01,16.0792012,108.1474435,7276ff002e0507da,16.074092864990234,108.1524658203125,-116,-15.0,2025-12-13T04:16:45.945+00:00,922200000,125000,12,781.4122018737492,2.892880188517975,0.0051083350097655,-0.0050223203125057,2.34770415785918,2,10.0,14.0,-17.5,unknown,781.6081366242172,2.8929890717862103,89.59628379339198,-0.0223859960096302,1.6656338649905078,1.3541048703848606,11.666666666666666,1.5153535218873175,9.0,14.0,5.0,0.0,-1.5,0.0,0.3333333333333333,-2.9545165264227187,2.6042676970178915,0.0,0.0,0.0,0.9629629629629628
board01,16.0743304,108.15314449999998,7276ff002e0507da,16.073942184448242,108.15245819091795,-82,15.0,2025-12-13T01:00:26.980+00:00,922200000,125000,12,85.09293972960745,1.9298935276089888,0.0003882155517587,0.0006863090820274,0.5147844377453146,2,17.0,13.0,-9.5,unknown,85.62160003075513,1.9325833393361207,70.38816914439019,-0.110501342565195,1.5143348398868066,1.26237870704476,15.0,1.632993161855452,13.0,17.0,4.0,0.0,-1.5,0.0,0.0,1.5,7.373416471121923,0.0,0.0,0.0,1.0
board01,16.074342199999997,108.1531112,7276ff002e0507da,16.073942184448242,108.15245819091795,-95,10.0,2025-12-13T01:00:12.984+00:00,922200000,125000,12,82.74445957847426,1.9177389238368705,0.0004000155517545,0.0006530090820433,0.5496128955073449,2,17.0,13.0,-9.5,unknown,83.28802789677374,1.9205825789333055,70.1481539363339,-0.1135711830004795,1.5143348398868066,1.26237870704476,15.0,1.632993161855452,13.0,17.0,4.0,0.0,-1.5,0.0,0.0,1.5,7.385597520321467,0.0,0.0,0.0,1.0
board01,16.0742409,108.15332749999996,7276ff002e0507da,16.07393455505371,108.15243530273438,-81,9.8,2025-12-13T00:59:58.986+00:00,922200000,125000,12,101.23249499981144,2.005319940704068,0.0003063449462885,0.0008921972655855,0.3307473422908109,2,16.0,13.0,-10.5,unknown,101.7755768536187,2.0076435725953674,71.88937380957512,-0.1028044604060228,1.1671537229025075,1.092520022699813,15.0,1.224744871391589,13.0,16.0,3.0,0.0,-1.5,0.0,0.0,1.5,6.397860467874391,0.0,0.0,0.0,1.0
board01,16.0745239,108.15416280000002,7276ff002e0507da,16.07393455505371,108.15243530273438,-97,9.0,2025-12-13T00:59:44.988+00:00,922200000,125000,12,195.8669593386231,2.2919611813385874,0.0005893449462881,0.001727497265648,0.3287737791521293,2,13.0,13.0,-13.5,unknown,196.33164737392144,2.292990310664996,77.5963085709677,-0.0686531380586093,1.2655150969091578,1.2302845199383758,14.571428571428571,1.178030178747903,13.0,16.0,3.0,0.0,-1.5,0.0,0.2857142857142857,-1.2238025873491942,4.18420405613355,0.0,0.0,0.0,1.0
board01,16.0748825,108.1551101,7276ff002e0507da,16.07391929626465,108.15242767333984,-105,9.0,2025-12-13T00:59:30.990+00:00,922200000,125000,12,305.96864220369395,2.48567691924061,0.0009632037353526,0.0026824266601579,0.3447402240321131,2,10.0,13.0,-16.5,unknown,306.4132177501031,2.4863074955301467,81.46265226827072,-0.053796893839043,1.0262297752777545,1.095445115010332,13.454545454545457,1.827250112931071,10.0,16.0,6.0,0.0,-0.6000000000000014,0.0,0.3636363636363636,-3.3892958341247788,2.8534982269605966,0.0,0.0,0.0,1.0
board01,16.0752378,108.1560388,7276ff002e0507da,16.07391929626465,108.15242767333984,-116,-6.0,2025-12-13T00:59:16.990+00:00,922200000,125000,12,412.7553596439921,2.615692721301756,0.0013185037353515,0.0036111266601608,0.3500829841776836,2,13.0,13.0,-13.5,unknown,412.9760730536834,2.615924890296173,84.05500016359123,-0.0326779085587305,0.5364919027495767,0.4995998398718718,13.142857142857142,1.505093393264677,11.0,16.0,5.0,0.0,-0.5769230769230766,0.0,0.2857142857142857,-3.602459628835433,3.978151598802796,0.0,0.0,0.0,1.0
board01,16.075784300000002,108.1567122,7276ff002e0507da,16.073923110961914,108.15241241455078,-117,-19.0,2025-12-13T00:59:02.993+00:00,922200000,125000,12,503.88233567869406,2.7023291338038016,0.0018611890380881,0.0042997854492199,0.4085061050315947,2,12.0,13.0,-14.5,unknown,504.090922561611,2.702508876932502,85.78667989631782,-0.0287567226668676,0.9023689270621824,1.0836973747315253,13.117647058823527,1.6762125704441184,10.0,16.0,6.0,0.0,-0.0625,0.0,0.3529411764705882,-4.170238051623191,2.9799588719699086,0.0,0.0,0.0,1.0
board01,16.075017199999998,108.1574165,7276ff002e0507da,16.073928833007812,108.15241241455078,-117,-14.0,2025-12-13T00:58:34.996+00:00,922200000,125000,12,548.1991772297712,2.738938379388743,0.0010883669921852,0.0050040854492152,0.2141603516633924,2,13.0,13.0,-13.5,unknown,548.3653781151743,2.739070027138288,86.51790290043354,-0.024613650287814,0.9742572809580864,1.460958589419974,13.36842105263158,1.3845206776806218,11.0,16.0,5.0,0.0,0.0,0.0,0.3157894736842105,-4.22508762190178,2.983753537713849,0.0,0.0,0.0,1.0
board01,16.07265,108.1568082,7276ff002e0507da,16.073932647705078,108.15245056152344,-117,-20.0,2025-12-13T00:57:25.005+00:00,922200000,125000,12,486.9600450819131,2.687493328951181,-0.0012826477050786,0.0043576384765628,-0.2862603863948,2,9.0,13.0,-17.5,unknown,487.2743944700756,2.6877735904649684,85.49197416696714,-0.0358986272810058,1.6378279426247064,1.7545369759569047,11.823529411764708,2.357348812883986,8.0,16.0,8.0,0.0,-0.875,0.0,0.3529411764705882,-4.57310028309281,2.8528662516156675,0.0,0.0,0.0,1.0
board01,16.071909899999998,108.15621729999998,7276ff002e0507da,16.073932647705078,108.15245056152344,-118,-14.2,2025-12-13T00:57:11.008+00:00,922200000,125000,12,461.0537421384004,2.6637515513198142,-0.0020227477050802,0.0037667384765427,-0.492809534253234,2,10.0,13.0,-16.5,unknown,461.34889524070894,2.664029484974445,85.01709205715667,-0.0357494521886832,1.479173244449029,1.3564659966250536,12.6875,3.348857081154704,8.0,19.0,11.0,0.125,1.0,0.1062499999999999,0.375,-6.771215764650188,2.6371297204425383,0.0,0.0,0.0,1.0
board01,16.0713906,108.1560401,7276ff002e0507da,16.073949813842773,108.15245056152344,-116,-9.0,2025-12-13T00:56:57.010+00:00,922200000,125000,12,477.5786556067765,2.6790449086587085,-0.0025592138427725,0.0035895384765609,-0.6193741434138634,2,8.0,13.0,-18.5,unknown,477.9368392279215,2.6793705070991285,85.32391249965035,-0.0386887286878197,1.1932615924788377,0.9156418513807676,12.4375,3.983854132620822,7.0,20.0,13.0,0.25,2.6666666666666643,0.3,0.4375,-8.540396811373409,1.8085216577344485,0.0,0.0,0.0,1.0
board01,16.0710998,108.1552918,7276ff002e0507da,16.073949813842773,108.15245056152344,-116,-12.0,2025-12-13T00:56:43.011+00:00,922200000,125000,12,438.85332741595306,2.6423193955555675,-0.0028500138427745,0.002841238476563,-0.7869400664382383,2,12.0,13.0,-14.5,unknown,439.09280680062807,2.642556322569241,84.5876288090526,-0.0330106357915229,0.7682459513747883,1.0983624174196784,13.666666666666666,3.6636351104090896,9.0,20.0,11.0,0.1333333333333333,1.9285714285714304,0.1976190476190477,0.4,-7.324416236813995,2.793648678519725,0.0,0.0,0.0,1.0
board01,16.070735300000003,108.15454559999998,7276ff002e0507da,16.073949813842773,108.15245056152344,-116,-6.0,2025-12-13T00:56:29.014+00:00,922200000,125000,12,421.7480092661696,2.625053041310344,-0.0032145138427708,0.0020950384765399,-0.9931964291526004,2,12.0,13.0,-14.5,unknown,421.9971958674336,2.6253095651243603,84.24269366015498,-0.034346905056073,0.2682459513747883,0.6740919818541087,14.6,2.8,11.0,21.0,10.0,0.0666666666666666,2.0357142857142847,0.1357142857142856,0.5333333333333333,-7.6462267868827,1.944746410547455,0.0,0.0,0.0,1.0
board01,16.0703009,108.1536506,7276ff002e0507da,16.073949813842773,108.15245056152344,-108,6.0,2025-12-13T00:56:15.015+00:00,922200000,125000,12,425.5191669850864,2.6289191271195023,-0.0036489138427739,0.0012000384765684,-1.2530631457700263,2,11.0,13.0,-15.5,unknown,425.80137561036815,2.6292070601530955,84.32064356072968,-0.0363858831036249,1.3111736755273078,1.1070682002478438,13.333333333333334,2.9589788028229536,9.0,18.0,9.0,0.0,-0.7857142857142847,0.0,0.4666666666666667,-4.527524277449432,2.692653793473835,0.0,0.0,0.0,1.0
board01,16.069991400000003,108.15302160000002,7276ff002e0507da,16.073978424072266,108.15245819091795,-114,-1.0,2025-12-13T00:56:01.018+00:00,922200000,125000,12,447.40535762978107,2.6507011804202407,-0.0039870240722628,0.000563409082062,-1.4304151330093169,2,11.0,13.0,-15.5,unknown,447.673769653564,2.650961648709013,84.75573533184803,-0.0346096014464958,1.3522273753011076,1.5778466338652817,12.866666666666667,1.4996295838935991,10.0,16.0,6.0,0.0,-1.3214285714285712,0.0,0.4,-3.1715099760871617,3.052053336349114,0.0,0.0,0.0,1.0
board01,16.0699449,108.1529322,7276ff002e0507da,16.073978424072266,108.15245819091795,-116,-7.0,2025-12-13T00:55:47.019+00:00,922200000,125000,12,451.35800770740246,2.654521151841265,-0.0040335240722662,0.0004740090820405,-1.453815516850486,2,11.0,13.0,-15.5,unknown,451.6240705737412,2.654777080814416,84.8320439739561,-0.0343071139891834,1.3522273753011076,1.5778466338652817,13.1875,1.4670868242881878,10.0,16.0,6.0,0.0,-1.2666666666666655,0.0,0.4375,-2.834224732840253,2.6839086466620463,0.0,0.0,0.0,1.0
board01,16.069939600000005,108.15294339999998,7276ff002e0507da,16.073997497558594,108.15245056152344,-116,-8.0,2025-12-13T00:55:33.022+00:00,922200000,125000,12,454.28001857507263,2.65732363487003,-0.0040578975585887,0.0004928384765463,-1.4499365747204922,2,11.0,13.0,-15.5,unknown,454.5443710756612,2.657576283977664,84.88802803722106,-0.0340868731278794,1.3522273753011076,1.5778466338652817,13.1875,1.4670868242881878,10.0,16.0,6.0,0.0,-1.2666666666666655,0.0,0.4375,-2.8534022986943626,2.669758403318182,0.0,0.0,0.0,1.0
board01,16.069933900000002,108.1529437,7276ff002e0507da,16.073997497558594,108.15245056152344,-116,-7.0,2025-12-13T00:55:19.024+00:00,922200000,125000,12,454.91327470628727,2.657928610049505,-0.0040635975585914,0.0004931384765569,-1.45003170640758,2,11.0,13.0,-15.5,unknown,455.177259431969,2.658180556660496,84.9001134908777,-0.0340395146262538,1.3522273753011076,1.5778466338652817,13.1875,1.4670868242881878,10.0,16.0,6.0,0.0,-1.2666666666666655,0.0,0.4375,-2.8575503081096176,2.6666977780508763,0.0,0.0,0.0,1.0
board01,16.069929499999997,108.15295090000002,7276ff002e0507da,16.074007034301758,108.1524658203125,-116,-7.0,2025-12-13T00:55:05.026+00:00,922200000,125000,12,456.3539770554573,2.659301839692968,-0.0040775343017607,0.0004850796875217,-1.4523888439217316,2,11.0,13.0,-15.5,unknown,456.6171288665514,2.659552198947242,84.92754633661261,-0.0339322589388867,1.3522273753011076,1.5778466338652817,13.0625,1.4776988021921111,10.0,16.0,6.0,0.0,-1.2666666666666655,0.0,0.4375,-2.866976579382733,2.7847425662500385,0.0,0.0,0.0,1.0
board01,16.0699291,108.1529582,7276ff002e0507da,16.074007034301758,108.1524658203125,-116,-8.0,2025-12-13T00:54:51.028+00:00,922200000,125000,12,456.48740424421726,2.659428798644248,-0.0040779343017582,0.0004923796875004,-1.450635576698274,2,11.0,13.0,-15.5,unknown,456.7504791826971,2.6596790116486413,84.9300825906406,-0.03392235986556,1.3522273753011076,1.5778466338652817,13.0625,1.4776988021921111,10.0,16.0,6.0,0.0,-1.2666666666666655,0.0,0.4375,-2.8678488175624324,2.784098981835287,0.0,0.0,0.0,1.0
